ID,Country,Year,Month,Day of Week,Time of Day,Urban/Rural,Road Type,Weather Conditions,Visibility Level,Speed Limit,Driver Alcohol Level,Driver Fatigue,Vehicle Condition,Accident Severity,Traffic Volume,Road Condition,Accident Cause,Region,Vehicle Type
4567,UK,2011,May,Monday,Afternoon,Rural,Main Road,Windy,208.00866561561932,47,0.0723811805614376,1,Moderate,Severe,2699.4253889122374,Snow-covered,Weather,South America,Motorcycle
4568,USA,2022,February,Tuesday,Evening,Rural,Highway,Clear,118.65760543005284,94,0.0918741479122272,0,Poor,Minor,5902.944433687313,Wet,Speeding,North America,Truck
4569,Russia,2004,February,Friday,Night,Rural,Main Road,Foggy,355.382948687453,95,0.1862333978821118,1,Good,Minor,9107.00286244078,Wet,Weather,Europe,Truck
4570,Japan,2018,November,Sunday,Evening,Rural,Street,Windy,425.59273607874303,36,0.2027887436123387,1,Good,Moderate,611.2148123697591,Dry,Weather,South America,Truck
4571,Australia,2009,January,Tuesday,Afternoon,Urban,Street,Windy,238.13960790417192,106,0.1564561540533637,1,Good,Minor,1349.4866401202398,Wet,Drunk Driving,South America,Motorcycle
4572,Australia,2017,October,Sunday,Evening,Rural,Highway,Clear,58.91595431259635,75,0.210624714989204,0,Good,Moderate,1396.0724081796868,Icy,Distracted Driving,South America,Motorcycle
4573,USA,2006,January,Monday,Morning,Urban,Street,Clear,241.8261544255554,55,0.2298461357284004,0,Poor,Moderate,9429.505575304007,Dry,Distracted Driving,Australia,Bicycle
4574,Australia,2020,August,Wednesday,Night,Rural,Main Road,Foggy,268.69864587306296,75,0.1047092798283566,0,Moderate,Minor,3433.4372612478633,Wet,Speeding,Asia,Bicycle
4575,Germany,2020,October,Friday,Night,Urban,Main Road,Clear,178.07757772274883,51,0.1977273771247099,1,Poor,Severe,2038.2900929815776,Snow-covered,Drunk Driving,North America,Truck
4576,India,2015,January,Sunday,Night,Rural,Street,Foggy,174.95339342455736,109,0.1014448681605891,0,Poor,Minor,5211.849629450957,Dry,Drunk Driving,Asia,Truck
4577,Canada,2003,January,Tuesday,Afternoon,Urban,Street,Windy,231.9331180536927,76,0.0499074831097769,1,Moderate,Moderate,7051.219552474356,Icy,Mechanical Failure,Asia,Motorcycle
4578,Australia,2017,March,Monday,Evening,Rural,Street,Windy,59.33968988586087,36,0.0152920284120011,0,Poor,Severe,1005.5225721486036,Snow-covered,Mechanical Failure,Asia,Truck
4579,China,2020,April,Wednesday,Night,Rural,Street,Clear,281.82648259438105,110,0.1447422478307523,0,Moderate,Minor,9333.99184433257,Wet,Speeding,South America,Car
4580,USA,2006,October,Monday,Morning,Rural,Main Road,Windy,241.58300251737973,37,0.191184094732214,1,Moderate,Moderate,8129.658653133343,Snow-covered,Speeding,Europe,Car
4581,Brazil,2000,September,Wednesday,Afternoon,Rural,Main Road,Clear,83.00549581943196,106,0.1664807799577756,1,Poor,Moderate,5469.070665200518,Wet,Speeding,Europe,Car
4582,India,2011,August,Thursday,Morning,Urban,Street,Rainy,92.32119702888238,30,0.0712546616714703,0,Poor,Minor,7770.170027127095,Wet,Mechanical Failure,North America,Motorcycle
4583,Japan,2008,January,Friday,Morning,Rural,Street,Clear,103.3360550007356,98,0.1603898660638164,1,Good,Severe,3338.40811715577,Icy,Weather,Europe,Motorcycle
4584,Canada,2021,February,Friday,Night,Urban,Main Road,Snowy,178.85188195250134,30,0.1442044878117751,0,Good,Moderate,5318.486401072386,Wet,Weather,South America,Bicycle
4585,Brazil,2005,December,Monday,Evening,Urban,Highway,Snowy,307.3350356184235,66,0.1349956308578255,0,Moderate,Severe,6721.742025133625,Wet,Drunk Driving,Europe,Motorcycle
4586,Canada,2023,October,Wednesday,Morning,Rural,Highway,Windy,229.69584353009037,41,0.2369381282353954,1,Good,Moderate,8623.4025409263,Wet,Mechanical Failure,South America,Bicycle
4587,USA,2003,January,Thursday,Morning,Urban,Main Road,Clear,139.330059177706,61,0.1649813506036151,1,Moderate,Minor,5980.268115634852,Wet,Drunk Driving,South America,Motorcycle
4588,Germany,2014,May,Wednesday,Afternoon,Rural,Main Road,Rainy,348.5984287062263,87,0.0344768519362851,0,Good,Severe,9999.950128111035,Snow-covered,Mechanical Failure,Australia,Bicycle
4589,Germany,2010,July,Thursday,Morning,Rural,Highway,Rainy,498.0257302346384,34,0.0530427192721048,1,Moderate,Moderate,2631.094836038436,Wet,Drunk Driving,Europe,Car
4590,India,2007,March,Sunday,Evening,Rural,Street,Snowy,261.9670673666528,40,0.0852989488953031,1,Moderate,Minor,3605.4669105307266,Icy,Speeding,Australia,Truck
4591,Germany,2000,February,Friday,Afternoon,Rural,Main Road,Snowy,315.1321870122126,52,0.1387324443033974,1,Moderate,Minor,8040.334695919986,Wet,Mechanical Failure,South America,Truck
4592,Canada,2021,August,Thursday,Evening,Urban,Main Road,Rainy,459.2259298948062,42,0.2258915991751618,0,Moderate,Severe,4696.5214500356105,Wet,Distracted Driving,Europe,Bicycle
4593,Canada,2005,October,Friday,Evening,Urban,Main Road,Clear,186.2042453241776,92,0.1716914748443348,1,Poor,Severe,1145.8165221966028,Icy,Speeding,Australia,Truck
4594,Japan,2016,August,Saturday,Evening,Urban,Street,Foggy,490.0971830753464,42,0.0891348445780818,1,Moderate,Moderate,8912.517480589455,Wet,Drunk Driving,Europe,Bicycle
4595,Russia,2024,May,Tuesday,Afternoon,Rural,Main Road,Foggy,146.02072429043127,31,0.2266697733283206,1,Poor,Moderate,8615.918158963335,Icy,Weather,Asia,Truck
4596,Germany,2022,May,Monday,Evening,Rural,Main Road,Windy,324.25157493707883,62,0.0217495967220879,1,Good,Minor,1098.483082048917,Wet,Speeding,North America,Car
4597,Germany,2010,April,Thursday,Evening,Rural,Highway,Windy,67.29496510221728,96,0.0517115445146098,1,Good,Moderate,9583.630720924835,Wet,Distracted Driving,Europe,Bicycle
4598,Japan,2020,May,Tuesday,Evening,Rural,Highway,Snowy,386.7617486624058,108,0.1730557675486272,1,Poor,Severe,3973.189019891549,Snow-covered,Weather,South America,Motorcycle
4599,Canada,2000,August,Thursday,Night,Rural,Highway,Snowy,418.17620996391486,78,0.0569629619647331,1,Good,Minor,6413.90242298394,Icy,Speeding,North America,Motorcycle
4600,Japan,2000,August,Tuesday,Evening,Urban,Street,Rainy,241.9057884242716,33,0.1091394999317651,0,Moderate,Minor,3736.0569300606912,Icy,Drunk Driving,Europe,Bicycle
4601,USA,2003,November,Friday,Morning,Rural,Main Road,Rainy,147.54649893136653,37,0.0117886342385497,0,Good,Moderate,629.6648354317427,Snow-covered,Speeding,Europe,Car
4602,Russia,2001,December,Saturday,Evening,Urban,Main Road,Windy,267.0556039613371,31,0.0702551025434273,1,Good,Moderate,2140.1532232907575,Icy,Mechanical Failure,Australia,Motorcycle
4603,Canada,2007,October,Monday,Afternoon,Rural,Highway,Clear,230.950362064595,85,0.1786735360398429,0,Poor,Moderate,9316.00114773683,Dry,Distracted Driving,North America,Motorcycle
4604,India,2006,July,Sunday,Afternoon,Rural,Main Road,Snowy,117.86507131168328,90,0.0770469471155259,1,Good,Severe,312.6135914110894,Wet,Weather,South America,Motorcycle
4605,Brazil,2001,May,Monday,Morning,Rural,Street,Foggy,406.4426668519396,97,0.1684660667904952,1,Good,Moderate,5611.664257738144,Snow-covered,Distracted Driving,Europe,Car
4606,UK,2019,April,Wednesday,Afternoon,Rural,Highway,Windy,330.37271001008514,105,0.0581327095598542,0,Poor,Severe,3317.6800272407368,Icy,Speeding,Australia,Motorcycle
4607,USA,2011,November,Monday,Night,Rural,Main Road,Rainy,212.15649323313343,58,0.0670477771624998,0,Moderate,Moderate,6973.424376021023,Icy,Weather,North America,Motorcycle
4608,Russia,2003,August,Friday,Night,Rural,Highway,Rainy,253.60783795087983,105,0.0986671773734823,0,Good,Severe,4146.710123801952,Dry,Speeding,Europe,Bicycle
4609,Australia,2020,June,Friday,Afternoon,Urban,Highway,Clear,193.99263025771108,52,0.0699299278789141,1,Moderate,Severe,9974.66747748966,Wet,Speeding,Australia,Bicycle
4610,Germany,2023,November,Monday,Evening,Urban,Highway,Windy,497.190765967874,66,0.1649797214663104,0,Moderate,Moderate,1316.024391951482,Dry,Weather,Europe,Motorcycle
4611,USA,2022,February,Monday,Afternoon,Rural,Main Road,Snowy,66.04577794258606,68,0.1940305321966336,0,Moderate,Severe,6281.773114455275,Icy,Drunk Driving,South America,Motorcycle
4612,USA,2024,October,Thursday,Afternoon,Urban,Highway,Windy,498.9170751882552,100,0.085360798196023,0,Moderate,Moderate,6042.34794595787,Wet,Speeding,South America,Motorcycle
4613,China,2004,May,Friday,Morning,Rural,Street,Snowy,109.30331872777398,36,0.1397800693284799,0,Poor,Minor,6139.06193972853,Icy,Distracted Driving,South America,Bicycle
4614,India,2002,September,Thursday,Afternoon,Urban,Highway,Windy,129.8827671555997,115,0.1278022966305221,1,Moderate,Moderate,3782.3822080819673,Icy,Distracted Driving,Australia,Bicycle
4615,Canada,2009,March,Tuesday,Morning,Urban,Street,Foggy,369.8567917868526,63,0.0931328513696046,1,Poor,Minor,831.4820657723399,Icy,Distracted Driving,North America,Bicycle
4616,Germany,2021,April,Saturday,Evening,Urban,Street,Clear,300.0130873302729,42,0.1415812564062269,0,Good,Moderate,5902.886532434697,Dry,Distracted Driving,South America,Motorcycle
4617,India,2016,October,Sunday,Morning,Rural,Highway,Snowy,117.8915163101526,67,0.126862793719661,1,Poor,Moderate,4952.390708775421,Snow-covered,Speeding,Europe,Bicycle
4618,Australia,2004,March,Thursday,Night,Rural,Main Road,Windy,157.64583044469748,74,0.1262006137775037,0,Good,Moderate,4141.908394851973,Snow-covered,Weather,Australia,Bicycle
4619,UK,2012,May,Wednesday,Night,Rural,Main Road,Windy,430.9527329853975,118,0.2145798783058473,1,Poor,Severe,1842.3974199697898,Icy,Distracted Driving,Australia,Truck
4620,Australia,2023,September,Tuesday,Afternoon,Rural,Main Road,Snowy,135.46869438325467,98,0.1705594244367778,0,Poor,Minor,2137.9774909744556,Icy,Distracted Driving,Australia,Motorcycle
4621,India,2000,May,Sunday,Morning,Urban,Highway,Foggy,115.92387776472675,50,0.1174650217495217,1,Moderate,Severe,4571.882874310452,Snow-covered,Distracted Driving,South America,Motorcycle
4622,China,2010,December,Thursday,Afternoon,Rural,Street,Foggy,254.34166452716772,72,0.1765827839033287,0,Good,Severe,721.5837110627607,Snow-covered,Weather,North America,Bicycle
4623,Japan,2012,December,Thursday,Night,Urban,Highway,Foggy,124.03085663311532,50,0.0465259907377614,0,Good,Severe,7232.791742684982,Snow-covered,Distracted Driving,Australia,Motorcycle
4624,Brazil,2007,November,Wednesday,Night,Rural,Main Road,Windy,108.96081497726227,112,0.0064686244700709,0,Moderate,Severe,2201.2370049381825,Wet,Speeding,Europe,Truck
4625,Japan,2023,October,Wednesday,Night,Rural,Main Road,Windy,127.6451178097205,58,0.1213870473414331,1,Good,Minor,2490.610385963341,Wet,Drunk Driving,North America,Truck
4626,Japan,2000,June,Monday,Night,Urban,Street,Snowy,174.0840088194824,113,0.2409306132199046,0,Moderate,Minor,1853.6658120183592,Icy,Mechanical Failure,Australia,Car
4627,India,2018,October,Friday,Evening,Rural,Main Road,Foggy,246.03539292809012,105,0.1485570108593231,1,Moderate,Severe,406.6475345079805,Snow-covered,Drunk Driving,South America,Motorcycle
4628,Japan,2001,December,Wednesday,Afternoon,Urban,Highway,Windy,433.9098736574495,55,0.1279179223501539,0,Poor,Severe,2224.1553506248606,Dry,Mechanical Failure,North America,Truck
4629,Australia,2015,August,Tuesday,Morning,Rural,Highway,Foggy,346.8058634540131,55,0.0217666344555366,1,Good,Moderate,9831.494172811392,Snow-covered,Drunk Driving,South America,Truck
4630,China,2009,March,Thursday,Morning,Urban,Highway,Foggy,281.43968691113366,66,0.202061585928369,1,Good,Severe,8961.50926035863,Snow-covered,Weather,Europe,Truck
4631,Japan,2002,September,Saturday,Night,Urban,Street,Clear,236.7139456168981,34,0.0777990846236271,1,Moderate,Severe,1494.9624163875499,Snow-covered,Mechanical Failure,South America,Motorcycle
4632,China,2004,June,Friday,Afternoon,Urban,Street,Windy,466.0285859174999,94,0.1602579027675943,0,Good,Minor,6832.456575835675,Dry,Weather,Asia,Bicycle
4633,Australia,2024,June,Monday,Night,Urban,Main Road,Snowy,448.9028255547855,100,0.1611723172165406,0,Moderate,Minor,8729.515042400011,Icy,Drunk Driving,Australia,Car
4634,Japan,2024,March,Wednesday,Evening,Urban,Highway,Windy,230.32236848004823,46,0.1182662140298938,1,Moderate,Moderate,4071.0561384346042,Snow-covered,Distracted Driving,South America,Car
4635,Japan,2019,March,Tuesday,Evening,Urban,Street,Rainy,489.1480461404875,49,0.0195783160100858,1,Moderate,Severe,1053.0301410228417,Snow-covered,Weather,Europe,Motorcycle
4636,Japan,2022,May,Tuesday,Morning,Rural,Highway,Rainy,77.44151005454935,76,0.1407769224825781,0,Moderate,Severe,618.2695935600918,Wet,Speeding,Europe,Car
4637,USA,2019,November,Friday,Evening,Urban,Highway,Foggy,366.9393795661868,96,0.1487830541587909,1,Good,Severe,7682.65544544629,Wet,Mechanical Failure,North America,Bicycle
4638,USA,2002,February,Saturday,Afternoon,Urban,Main Road,Foggy,320.2278775465622,77,0.0976181196459397,0,Good,Minor,7029.687495555647,Dry,Drunk Driving,Europe,Motorcycle
4639,Germany,2000,March,Wednesday,Afternoon,Rural,Main Road,Clear,414.8665218324503,85,0.1863742106948206,1,Poor,Minor,9801.08115361579,Snow-covered,Distracted Driving,Australia,Motorcycle
4640,USA,2005,December,Friday,Evening,Urban,Street,Snowy,191.76408749937747,55,0.155515983035181,0,Poor,Minor,3127.1584660899393,Icy,Weather,Asia,Car
4641,UK,2003,December,Tuesday,Afternoon,Rural,Street,Foggy,294.32886069179983,100,0.1173029499543305,1,Poor,Moderate,9188.532376436211,Icy,Weather,Asia,Bicycle
4642,Japan,2013,August,Tuesday,Afternoon,Rural,Highway,Clear,345.626624923075,59,0.0801399699532676,1,Poor,Severe,5061.474985030528,Dry,Drunk Driving,Australia,Bicycle
4643,Canada,2005,April,Sunday,Night,Urban,Street,Clear,436.4670989389057,31,0.0355404869199718,0,Good,Severe,2080.754161016339,Dry,Distracted Driving,South America,Bicycle
4644,USA,2005,October,Friday,Afternoon,Rural,Street,Rainy,355.6407169225182,95,0.0212883478124616,0,Poor,Moderate,9552.969433595672,Snow-covered,Weather,Asia,Motorcycle
4645,Russia,2014,January,Wednesday,Morning,Urban,Street,Foggy,240.2483342900935,117,0.0137098709215478,0,Moderate,Moderate,4662.589854048671,Dry,Drunk Driving,North America,Truck
4646,Australia,2007,February,Thursday,Night,Urban,Street,Snowy,298.1703369840335,57,0.2274985660153175,0,Poor,Moderate,4919.518372725337,Wet,Distracted Driving,Asia,Bicycle
4647,China,2023,November,Thursday,Afternoon,Rural,Street,Foggy,209.6361964219141,109,0.2211078798061348,1,Poor,Minor,3822.1543237720307,Snow-covered,Weather,Asia,Motorcycle
4648,Canada,2020,December,Wednesday,Afternoon,Urban,Street,Windy,126.83833358960568,83,0.1122688896416546,1,Moderate,Moderate,3401.8130426360663,Snow-covered,Mechanical Failure,North America,Car
4649,Brazil,2013,December,Friday,Evening,Urban,Highway,Windy,189.471534011015,115,0.2183619569316518,1,Good,Moderate,6783.231975366408,Dry,Drunk Driving,Europe,Bicycle
4650,Canada,2013,October,Friday,Night,Urban,Main Road,Clear,116.18864116759867,66,0.0751319310000458,1,Poor,Severe,1805.0721613854523,Snow-covered,Weather,South America,Car
4651,China,2001,May,Sunday,Night,Urban,Highway,Snowy,225.7982453060644,69,0.1353380455573563,1,Poor,Severe,2051.081901889244,Snow-covered,Speeding,Europe,Truck
4652,India,2004,December,Tuesday,Afternoon,Urban,Highway,Clear,459.1523514231238,64,0.0245909787099472,1,Moderate,Moderate,4426.750621710611,Icy,Speeding,Asia,Motorcycle
4653,Australia,2016,December,Monday,Evening,Urban,Main Road,Foggy,67.6512882869404,56,0.2171543207651998,1,Good,Severe,2625.6970962774235,Dry,Speeding,Europe,Car
4654,Brazil,2011,June,Monday,Night,Rural,Street,Rainy,402.41239801124834,110,0.1036278075597338,1,Poor,Moderate,9124.41870787839,Wet,Mechanical Failure,North America,Car
4655,Australia,2023,October,Tuesday,Night,Rural,Main Road,Windy,300.70108558942167,48,0.0446042822370269,0,Good,Severe,8083.222445722365,Icy,Mechanical Failure,Europe,Car
4656,Russia,2018,May,Wednesday,Evening,Urban,Street,Foggy,94.93452673504363,112,0.1718425757328801,0,Good,Severe,5112.3717783062075,Snow-covered,Speeding,Europe,Truck
4657,Japan,2017,March,Sunday,Morning,Urban,Main Road,Windy,290.97291064313345,84,0.2033972692304511,0,Moderate,Minor,8336.498089536524,Wet,Mechanical Failure,North America,Bicycle
4658,Japan,2013,October,Sunday,Afternoon,Urban,Street,Snowy,262.8677802919604,105,0.0402925602948021,1,Moderate,Minor,6005.368655757096,Icy,Drunk Driving,Europe,Truck
4659,Australia,2019,July,Wednesday,Afternoon,Urban,Main Road,Snowy,73.04401103893855,92,0.0512050040024629,1,Good,Severe,142.92476047932962,Wet,Speeding,South America,Bicycle
4660,India,2013,September,Saturday,Evening,Urban,Highway,Foggy,298.0159496228762,57,0.2493009415802558,1,Good,Severe,981.3815445374009,Dry,Mechanical Failure,South America,Car
4661,Australia,2012,October,Sunday,Afternoon,Urban,Main Road,Clear,335.44355750938547,41,0.1368190617041511,1,Good,Moderate,7587.572291236558,Snow-covered,Drunk Driving,Australia,Bicycle
4662,UK,2008,June,Monday,Evening,Rural,Highway,Foggy,196.7939336083421,104,0.2191629805350093,1,Poor,Moderate,983.9866118539373,Snow-covered,Distracted Driving,Asia,Car
4663,Brazil,2017,November,Saturday,Morning,Rural,Highway,Snowy,356.2325620642281,88,0.1661207907560016,1,Moderate,Minor,8394.63262059411,Dry,Distracted Driving,Asia,Bicycle
4664,Germany,2001,August,Saturday,Afternoon,Rural,Highway,Foggy,453.0660910827198,59,0.1026273561489559,0,Poor,Severe,3618.0815955390435,Dry,Mechanical Failure,Australia,Motorcycle
4665,UK,2022,February,Friday,Night,Urban,Street,Clear,223.4548702348009,79,0.0850446201005922,1,Poor,Severe,9767.775288487997,Icy,Distracted Driving,Asia,Bicycle
4666,UK,2015,May,Saturday,Night,Urban,Main Road,Foggy,280.2300757268325,89,0.1481751569285347,0,Good,Minor,7349.044473952848,Dry,Weather,Asia,Bicycle
4667,Brazil,2008,February,Sunday,Morning,Urban,Street,Windy,291.3039507890453,55,0.0708893460806253,0,Good,Minor,9376.423204162427,Snow-covered,Speeding,Europe,Motorcycle
4668,India,2012,June,Tuesday,Evening,Urban,Highway,Rainy,243.5351005620909,45,0.1602773818377533,1,Moderate,Severe,4892.032570211096,Snow-covered,Drunk Driving,Europe,Motorcycle
4669,India,2003,October,Wednesday,Evening,Rural,Street,Rainy,119.13021718595596,32,0.1996094543680018,1,Good,Moderate,200.2725044462498,Dry,Drunk Driving,North America,Motorcycle
4670,Australia,2009,September,Saturday,Evening,Urban,Street,Clear,163.43546420813732,95,0.0178582184936137,0,Moderate,Severe,5910.674618115842,Wet,Weather,North America,Bicycle
4671,Japan,2014,August,Monday,Afternoon,Rural,Street,Foggy,113.56874364781382,114,0.1228074940161522,1,Good,Minor,6087.81950696568,Dry,Mechanical Failure,North America,Car
4672,Australia,2014,June,Friday,Night,Rural,Main Road,Snowy,384.790470246555,37,0.1223110490692518,1,Good,Severe,2203.6600892313672,Wet,Mechanical Failure,Europe,Bicycle
4673,Brazil,2018,March,Wednesday,Night,Urban,Highway,Windy,240.6905955660504,67,0.0074902671204684,1,Moderate,Severe,6880.762479662493,Snow-covered,Speeding,Europe,Car
4674,Canada,2022,March,Thursday,Night,Rural,Highway,Clear,267.0598389787689,65,0.2465491089497677,0,Moderate,Moderate,9414.188377393159,Wet,Speeding,Asia,Bicycle
4675,Germany,2000,February,Wednesday,Afternoon,Urban,Highway,Clear,492.7370005415031,82,0.1316023276731589,0,Poor,Severe,4348.506715557969,Snow-covered,Mechanical Failure,North America,Truck
4676,India,2004,June,Saturday,Afternoon,Urban,Street,Rainy,223.2462494706477,96,0.0454736550007609,1,Moderate,Severe,6366.770442417477,Icy,Mechanical Failure,North America,Motorcycle
